Project County,Project City,Gas Utility,Electric Utility,Total Project Cost,Pre-Retrofit Home Heating Fuel Type,Year Home Built,Size Of Home,Number Of Units,Job Type,Type Of Dwelling,Measure Type,Estimated Annual kWh Savings,Estimated Annual MMBtu Savings,First Year Modeled Project Energy Savings $ Estimate,size_of_home_flag,Location_1_latitude,Location_1_Longitude,Project Completion Year,Project Completion Month,Project Completion Day,Age of Home
Kings,Brooklyn,National Grid,Consolidated Edison,7044.0,Natural Gas,1966,1710,1,Home Performance,Single Family,Building Shell,1095.0,36.0,6.682108597449809,0,40.67584,-73.87789,2022,1,20,56
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,13549.0,Natural Gas,1917,2516,1,Home Performance,Single Family,Building Shell,1225.0,87.0,7.02197642307216,0,42.9355,-76.56687,2023,6,29,106
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,14153.0,Natural Gas,1921,2270,1,Home Performance,Single Family,Building Shell,-114.0,65.0,6.336825731146441,0,43.181935,-77.60976,2023,3,7,102
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,4602.0,Natural Gas,1958,990,1,Home Performance,Single Family,Building Shell,449.0,11.0,4.976733742420574,0,42.8753602,-78.8019756,2023,1,25,65
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,10943.0,Natural Gas,1925,2296,1,Home Performance,Single Family,Building Shell,472.0,65.0,6.423246963533519,0,42.835045,-78.753835,2022,11,3,97
Onondaga,Lafayette,National Grid,National Grid,20454.0,Oil,1925,3934,1,Home Performance,Single Family,Building Shell,-9996.0,173.0,7.884199933676039,0,42.92488,-76.119295,2023,1,17,98
Jefferson,Philadelphia,National Grid,National Grid,12169.0,Propane,1997,1264,1,Home Performance,Mobile,Building Shell,687.0,43.0,7.490529402060711,0,44.1551231,-75.7093529,2023,6,20,26
Westchester,Mount Vernon,Consolidated Edison,Consolidated Edison,12472.0,Natural Gas,1946,2220,1,Home Performance,Single Family,Building Shell,309.0,61.0,7.167809184316444,0,40.92465,-73.832075,2023,6,27,77
Cattaraugus,Olean,New York State Electric & Gas,National Grid,2314.0,Natural Gas,1948,2032,1,Home Performance,Single Family,Building Shell,0.0,12.0,4.787491742782046,0,42.080465,-78.433915,2022,4,27,74
Livingston,Avon,Rochester Gas & Electric,National Grid,8925.0,Natural Gas,1930,1628,1,Home Performance,Single Family,Building Shell,184.0,29.0,5.641907070938114,0,42.9137304,-77.7434458,2023,2,9,93
Queens,Queens,Consolidated Edison,Consolidated Edison,11122.0,Natural Gas,1936,2228,1,Home Performance,Single Family,Building Shell,1107.0,50.0,6.97354301952014,0,40.7821708,-73.7819361,2023,6,6,87
Rockland,West Haverstraw,Orange & Rockland,Orange & Rockland,12608.0,Natural Gas,1954,2916,1,Home Performance,Single Family,Building Shell,484.0,21.0,5.808142489980444,0,41.204370393,-73.994624628,2023,4,4,69
Cattaraugus,Olean,National Fuel Gas Distribution,National Grid,8002.0,Oil,1941,1020,1,Home Performance,Single Family,Building Shell,585.0,32.0,6.834108738813838,0,42.080465,-78.433915,2022,7,5,81
Herkimer,Mohawk,National Grid,National Grid,4657.0,Oil,1872,2400,1,Home Performance,Single Family,Building Shell,539.0,19.0,6.059123195581797,0,43.0079193,-75.0060305,2022,4,21,150
Cortland,Cortland,New York State Electric & Gas,National Grid,2109.0,Natural Gas,1941,1141,1,Home Performance,Single Family,Building Shell,269.0,4.0,4.31748811353631,0,42.600225,-76.18184,2023,3,9,82
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,7239.0,Natural Gas,1933,1544,1,Home Performance,Single Family,Building Shell,510.0,18.0,5.3612921657094255,0,43.2141056,-77.4345478,2022,3,29,89
Chenango,Earlville,New York State Electric & Gas,New York State Electric & Gas,16952.0,Oil,1921,1680,1,Home Performance,Single Family,Building Shell,-5715.0,107.0,7.4073177104694174,0,42.7696496,-75.5965947,2023,2,21,102
Monroe,Irondequoit,Rochester Gas & Electric,Rochester Gas & Electric,11338.0,Natural Gas,1950,1102,1,Home Performance,Single Family,Building Shell,813.0,22.0,5.631211781821365,0,43.20713,-77.600505,2023,5,11,73
Schenectady,Schenectady,National Grid,National Grid,9588.0,Natural Gas,1931,2720,1,Home Performance,Single Family,Building Shell,0.0,32.0,5.857933154483459,0,42.79288,-73.940735,2022,6,28,91
Oneida,Verona,National Grid,National Grid,10047.0,Natural Gas,1943,1876,1,Home Performance,Single Family,Building Shell,3994.0,54.0,7.423568444259167,0,43.13375,-75.58285,2023,2,28,80
Oneida,Remsen,National Grid,National Grid,5738.0,Oil,1949,1464,1,Home Performance,Single Family,Building Shell,-72.0,14.0,6.194405391104672,0,43.3244276,-75.1890252,2023,6,27,74
Queens,Queens,National Grid,Consolidated Edison,5321.0,Oil,1932,1152,1,Home Performance,Single Family,Building Shell,1034.0,29.0,6.688354713946762,0,40.72351,-73.73798,2022,6,9,90
Livingston,Mount Morris,Rochester Gas & Electric,Rochester Gas & Electric,7354.0,Natural Gas,1926,2737,1,Home Performance,Single Family,Building Shell,0.0,20.0,5.181783550292085,0,42.72316,-77.87418,2022,4,5,96
Erie,Buffalo,National Fuel Gas Distribution,National Grid,14256.0,Natural Gas,1927,2476,1,Home Performance,Single Family,Building Shell,918.0,84.0,6.736966958001855,0,42.8753602,-78.8019756,2023,3,31,96
Orange,Monroe,Orange & Rockland,Orange & Rockland,1655.0,Natural Gas,1956,1800,1,Home Performance,Single Family,Building Shell,109.0,11.0,5.003946305945459,0,41.33131,-74.188885,2022,11,15,66
Erie,Buffalo,National Fuel Gas Distribution,National Grid,10284.0,Natural Gas,1933,1144,1,Home Performance,Single Family,Building Shell,1010.0,88.0,6.787844982309579,0,42.93241,-78.80886,2022,4,21,89
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,9815.0,Natural Gas,1912,2164,1,Home Performance,Single Family,Building Shell,660.0,58.0,6.361302477572996,0,43.2141056,-77.4345478,2022,12,20,110
Nassau,Rockville Center,National Grid,Long Island Power Authority,6806.0,Natural Gas,1954,3119,1,Home Performance,Single Family,Building Shell,956.0,17.0,6.07993319509559,0,40.658905,-73.64474,2022,6,3,68
Onondaga,Syracuse,National Grid,National Grid,4844.0,Natural Gas,1933,1288,1,Home Performance,Single Family,Building Shell,248.0,16.0,5.293304824724492,0,43.0257179,-76.1480025,2023,5,25,90
Sullivan,Wurtsboro,Orange & Rockland,Orange & Rockland,9073.0,Oil,1911,1724,1,Home Performance,Single Family,Building Shell,2492.0,65.0,7.220373836723949,0,41.595875,-74.5005,2023,4,25,112
Herkimer,Poland,National Grid,National Grid,7468.0,Oil,1948,806,1,Home Performance,Single Family,Building Shell,0.0,21.0,6.052089168924417,0,43.15915,-75.09186,2022,7,19,74
Herkimer,Mohawk,National Grid,National Grid,11962.0,Kerosene,1960,1176,1,Home Performance,Single Family,Building Shell,841.0,30.0,6.804614520062624,0,43.0079193,-75.0060305,2023,4,27,63
Wayne,Palmyra,New York State Electric & Gas,New York State Electric & Gas,1896.0,Natural Gas,1963,1596,1,Home Performance,Single Family,Building Shell,490.0,17.0,5.564520407322694,0,43.06067,-77.22958,2023,5,2,60
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7120.0,Natural Gas,1898,1098,1,Home Performance,Single Family,Building Shell,332.0,13.0,4.990432586778736,0,43.165635,-77.59645,2023,4,18,125
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,12188.0,Natural Gas,1963,1547,1,Home Performance,Single Family,Building Shell,1091.0,67.0,6.675823221634848,0,42.111085,-75.8867,2023,1,25,60
Wayne,Macedon,Rochester Gas & Electric,Rochester Gas & Electric,4806.0,Propane,1985,1050,1,Home Performance,Mobile,Building Shell,1134.0,8.0,5.886104031450156,0,43.0644068,-77.31804,2023,6,27,38
Queens,Queens,National Grid,Consolidated Edison,5011.0,Natural Gas,1951,1750,1,Home Performance,Single Family,Building Shell,593.0,34.0,6.478509642208569,0,40.675365,-73.75155,2023,2,7,72
Chautauqua,Falconer,National Fuel Gas Distribution,Municipal,10187.0,Natural Gas,1932,1768,1,Home Performance,Single Family,Building Shell,0.0,68.0,6.610696044717759,0,42.120305,-79.20028,2022,3,22,90
Otsego,Richfield Springs,New York State Electric & Gas,New York State Electric & Gas,3786.0,Oil,1941,1232,1,Home Performance,Single Family,Building Shell,0.0,11.0,5.459585514144159,0,42.852605,-74.98853,2022,1,27,81
Kings,Brooklyn,National Grid,Consolidated Edison,9956.0,Natural Gas,1923,1494,2,Home Performance,Single Family,Building Shell,702.0,51.0,6.841615476477592,0,40.644345,-73.905535,2022,9,13,99
Ontario,Geneva,New York State Electric & Gas,New York State Electric & Gas,13890.0,Natural Gas,1938,1560,1,Home Performance,Single Family,Building Shell,397.0,79.0,6.71901315438526,0,42.87351,-76.983615,2023,2,21,85
Niagara,Niagara Falls,National Fuel Gas Distribution,National Grid,7283.0,Natural Gas,1896,1190,1,Home Performance,Single Family,Heating and Cooling,-819.0,36.0,5.342334251964811,0,43.090764,-78.96109,2023,4,20,127
Bronx,The Bronx,Consolidated Edison,Consolidated Edison,12469.0,Natural Gas,1952,1804,1,Home Performance,Single Family,Building Shell,1278.0,68.0,7.239214973779806,0,40.89741,-73.86889,2023,2,23,71
Oneida,Rome,National Grid,National Grid,3552.0,Natural Gas,1930,828,1,Home Performance,Single Family,Building Shell,2177.0,2.0,5.683579767338681,0,43.21118,-75.458425,2022,12,15,92
Cayuga,Auburn,New York State Electric & Gas,New York State Electric & Gas,18726.0,Natural Gas,1869,2832,1,Home Performance,Single Family,Building Shell,1378.0,115.0,7.171656822768514,0,42.9355,-76.56687,2022,9,1,153
Kings,Brooklyn,National Grid,Consolidated Edison,9992.0,Natural Gas,1956,1807,1,Home Performance,Single Family,Building Shell,510.0,50.0,6.775366090936392,0,40.626385,-73.942945,2022,1,11,66
Saratoga,Ballston Spa,National Grid,National Grid,11860.0,Propane,1986,1296,1,Home Performance,Mobile,Building Shell,2295.0,21.0,6.829793737512425,0,43.006105,-73.851605,2022,11,29,36
Queens,Queens,National Grid,Consolidated Edison,10835.0,Natural Gas,1954,2016,1,Home Performance,Single Family,Building Shell,510.0,74.0,7.133295954896068,0,40.661795,-73.84574,2022,3,18,68
Rensselaer,Troy,National Grid,National Grid,13551.0,Natural Gas,1936,1556,1,Home Performance,Single Family,Building Shell,2367.0,50.0,6.740519359606223,0,42.771715,-73.67628,2022,11,3,86
Kings,Brooklyn,National Grid,Consolidated Edison,5598.0,Natural Gas,1932,1575,1,Home Performance,Single Family,Building Shell,510.0,27.0,6.269096283706261,0,40.650265,-73.927795,2023,1,23,91
Tioga,Owego,New York State Electric & Gas,New York State Electric & Gas,13280.0,Natural Gas,1947,1352,1,Home Performance,Single Family,Building Shell,308.0,38.0,6.021023349349527,0,42.105545,-76.26612,2023,3,22,76
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,1726.0,Natural Gas,1939,1776,1,Home Performance,Single Family,Building Shell,70.0,16.0,5.0238805208462765,0,43.16463,-77.64152,2022,9,15,83
Dutchess,Arlington,Central Hudson Gas & Electric,Central Hudson Gas & Electric,6776.0,Natural Gas,1968,2112,1,Home Performance,Single Family,Building Shell,1298.0,21.0,6.272877006546167,0,41.69646,-73.89901,2022,6,3,54
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,12021.0,Natural Gas,1930,2524,1,Home Performance,Single Family,Building Shell,961.0,31.0,6.285998094508865,0,41.1106286,-74.0448266,2022,6,21,92
Broome,Conklin,New York State Electric & Gas,New York State Electric & Gas,10903.0,Natural Gas,1943,1040,1,Home Performance,Single Family,Building Shell,232.0,24.0,5.568344503761097,0,42.0737105,-75.8181345,2023,1,31,80
Oswego,Fulton,National Grid,National Grid,3672.0,Natural Gas,1953,1304,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.272999558563747,0,43.325035,-76.41174,2022,4,12,69
Herkimer,Little Falls,National Grid,National Grid,7997.0,Oil,1954,1450,1,Home Performance,Single Family,Building Shell,220.0,68.0,7.32052696227274,0,43.0444,-74.860045,2022,8,25,68
Albany,Ravena,National Grid,Central Hudson Gas & Electric,2535.0,Oil,1932,1308,1,Home Performance,Single Family,Building Shell,716.0,4.0,5.25227342804663,0,42.47185,-73.81409,2023,5,25,91
Queens,Queens,National Grid,Consolidated Edison,2821.0,Natural Gas,1953,2368,1,Home Performance,Single Family,Building Shell,0.0,18.0,5.700443573390687,0,40.692835,-73.75811,2023,6,20,70
Herkimer,Brookfield,New York State Electric & Gas,New York State Electric & Gas,9133.0,Propane,1996,1144,1,Home Performance,Mobile,Building Shell,598.0,10.0,5.968707559985366,0,42.842164131,-75.264077546,2023,3,7,27
Oneida,Boonville,National Grid,Municipal,7151.0,Kerosene,1977,1064,1,Home Performance,Mobile,Building Shell,0.0,16.0,5.981414211254481,0,43.48398,-75.335415,2022,5,31,45
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,8890.0,Natural Gas,1944,1764,1,Home Performance,Single Family,Building Shell,0.0,48.0,6.052089168924417,0,43.22041,-77.64325,2022,5,17,78
Oneida,Utica,National Grid,National Grid,14734.0,Natural Gas,1908,3600,1,Home Performance,Single Family,Building Shell,162.0,113.0,7.136483208590247,0,43.09528,-75.22754,2022,8,23,114
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,8561.0,Natural Gas,1914,2288,1,Home Performance,Single Family,Building Shell,282.0,16.0,5.123963979403259,0,43.25403,-77.613775,2023,5,2,109
Steuben,Painted Post,National Fuel Gas Distribution,New York State Electric & Gas,17420.0,Natural Gas,1984,1456,1,Home Performance,Mobile,Building Shell,370.0,41.0,6.12029741895095,0,42.159665,-77.0881,2023,5,30,39
Onondaga,East Syracuse,National Grid,National Grid,3619.0,Natural Gas,1940,1836,1,Home Performance,Single Family,Building Shell,410.0,13.0,5.272999558563747,0,43.070035,-76.07701,2022,3,22,82
Broome,Binghamton,New York State Electric & Gas,New York State Electric & Gas,6607.0,Natural Gas,1936,1850,1,Home Performance,Single Family,Building Shell,66.0,45.0,6.124683390894205,0,42.10765,-75.937145,2023,3,28,87
Onondaga,Liverpool,National Grid,National Grid,3875.0,Natural Gas,1951,2538,1,Home Performance,Single Family,Building Shell,360.0,8.0,4.897839799950911,0,43.15685,-76.223565,2022,7,26,71
Erie,Tonawanda,National Fuel Gas Distribution,National Grid,8553.0,Natural Gas,1942,1143,1,Home Performance,Single Family,Building Shell,449.0,43.0,6.056784013228625,0,43.013815,-78.8776,2022,12,13,80
Otsego,Cooperstown,New York State Electric & Gas,New York State Electric & Gas,4562.0,Wood,1911,2296,1,Home Performance,Single Family,Building Shell,510.0,15.0,5.442417710521793,0,42.6987166,-74.9281024,2022,5,17,111
Otsego,Schenevus,National Grid,National Grid,14029.0,Oil,1938,1938,1,Home Performance,Single Family,Building Shell,0.0,89.0,7.516433302915632,0,42.54763,-74.823125,2022,11,11,84
Orleans,Holley,New York State Electric & Gas,National Grid,939.0,Propane,1955,1120,1,Home Performance,Single Family,Building Shell,377.0,3.0,4.343805421853684,0,43.22645,-78.028295,2022,9,13,67
Fulton,Broadalbin,National Grid,National Grid,8977.0,Propane,1988,1208,1,Home Performance,Mobile,Building Shell,1060.0,31.0,6.738152494595957,0,43.05729,-74.19492,2022,1,6,34
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,8857.0,Natural Gas,1949,1273,1,Home Performance,Single Family,Building Shell,831.0,33.0,5.934894195619588,0,43.13596,-77.64898,2023,5,30,74
Onondaga,Memphis,National Grid,National Grid,9241.0,Oil,1949,1258,1,Home Performance,Single Family,Building Shell,510.0,63.0,7.210079628170788,0,43.0826944,-76.3742771,2022,5,12,73
Rockland,Spring Valley,Orange & Rockland,Orange & Rockland,8989.0,Natural Gas,1968,2716,1,Home Performance,Single Family,Building Shell,373.0,26.0,5.908082938168931,0,41.1106286,-74.0448266,2022,9,20,54
Monroe,Webster,Rochester Gas & Electric,Rochester Gas & Electric,9937.0,Natural Gas,1945,1144,1,Home Performance,Single Family,Building Shell,368.0,60.0,6.338594078203183,0,43.2141056,-77.4345478,2022,7,12,77
Oneida,Utica,National Grid,National Grid,15425.0,Natural Gas,1951,942,1,Home Performance,Single Family,Building Shell,-3034.0,123.0,6.863803391452954,0,43.09528,-75.22754,2022,10,13,71
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5339.0,Natural Gas,1963,1658,1,Home Performance,Single Family,Building Shell,1083.0,14.0,5.44673737166631,0,43.16463,-77.64152,2022,6,2,59
Chemung,Elmira,New York State Electric & Gas,New York State Electric & Gas,9198.0,Natural Gas,1925,1680,1,Home Performance,Single Family,Building Shell,301.0,37.0,6.003887067106539,0,42.079605,-76.79954,2023,2,14,98
Wayne,Wolcott,Rochester Gas & Electric,Rochester Gas & Electric,3393.0,Propane,1972,1346,1,Home Performance,Mobile,Building Shell,1444.0,13.0,6.124683390894205,0,43.2204905,-76.8164533,2022,6,2,50
Saratoga,Rexford,National Grid,National Grid,10582.0,Oil,1904,1904,2,Home Performance,Single Family,Building Shell,220.0,42.0,6.511745329644728,0,42.8519632,-73.8393627,2023,1,25,119
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,13008.0,Natural Gas,1921,1100,1,Home Performance,Single Family,Building Shell,1585.0,58.0,6.51025834052315,0,43.165635,-77.59645,2023,5,16,102
Chenango,Afton,New York State Electric & Gas,New York State Electric & Gas,9767.0,Oil,1954,1352,1,Home Performance,Single Family,Building Shell,308.0,69.0,7.346010209913293,0,42.22794,-75.52634,2023,3,28,69
Oswego,Pulaski,National Grid,National Grid,4531.0,Natural Gas,1981,980,1,Home Performance,Mobile,Building Shell,988.0,10.0,5.4510384535657,0,43.566945,-76.128275,2022,11,15,41
Erie,Buffalo,National Fuel Gas Distribution,New York State Electric & Gas,12885.0,Natural Gas,1938,1616,1,Home Performance,Single Family,Building Shell,259.0,54.0,6.198478716492308,0,42.9681916,-78.7376476,2022,8,4,84
Kings,Brooklyn,National Grid,Consolidated Edison,3166.0,Natural Gas,1944,1654,1,Home Performance,Single Family,Building Shell,66.0,13.0,5.37989735354046,0,40.643205,-73.974915,2022,9,15,78
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,5192.0,Natural Gas,1934,895,1,Home Performance,Single Family,Building Shell,0.0,6.0,3.9889840465642745,0,43.1983016,-77.6344761,2022,4,12,88
Livingston,Avon,National Grid,National Grid,745.0,Natural Gas,1934,1344,1,Home Performance,Single Family,Building Shell,668.0,1.0,4.59511985013459,0,42.9137304,-77.7434458,2022,3,18,88
Erie,Buffalo,National Fuel Gas Distribution,National Grid,6041.0,Natural Gas,1934,1848,2,Home Performance,Single Family,Building Shell,332.0,16.0,5.187385805840755,0,42.945525,-78.887125,2023,4,11,89
Nassau,Hicksville,National Grid,Long Island Power Authority,14159.0,Natural Gas,1929,1261,1,Home Performance,Single Family,Building Shell,717.0,66.0,6.984716320118266,0,40.76632,-73.52431,2022,11,17,93
Broome,Chenango Forks,New York State Electric & Gas,New York State Electric & Gas,11279.0,Oil,1870,1764,1,Home Performance,Single Family,Building Shell,150.0,25.0,6.315358001522335,0,42.239925,-75.845965,2022,7,12,152
Monroe,Rochester,Rochester Gas & Electric,Rochester Gas & Electric,7725.0,Natural Gas,1921,1226,1,Home Performance,Single Family,Building Shell,-206.0,91.0,6.663132695990803,0,43.165865,-77.56504,2023,5,18,102
