Total Project Cost,Size Of Home,size_of_home_flag,Number Of Units,Location_1_latitude,Location_1_Longitude,Project Completion Date,Job Type,Type Of Dwelling,Pre-Retrofit Home Heating Fuel Type,Year Home Built
7972.0,1176,0,1,42.110115,-76.032545,2023-02-28,Home Performance,Single Family,Natural Gas,
8862.0,1480,0,1,42.3390628,-77.3209922,2023-03-31,Home Performance,Single Family,Oil,
4417.0,2296,0,1,42.835045,-78.753835,2022-11-11,Home Performance,Single Family,Natural Gas,
11859.0,1716,0,1,42.8753602,-78.8019756,2022-04-12,Home Performance,Single Family,Natural Gas,
764.0,1488,0,1,43.32133,-78.036045,2022-10-07,Home Performance,Single Family,Propane,
10034.0,980,0,1,44.5958034,-75.1666049,2023-05-11,Home Performance,Mobile,Kerosene,
11833.0,2350,0,1,41.33131,-74.188885,2022-10-13,Home Performance,Single Family,Natural Gas,
1830.0,1353,0,1,43.125315,-77.455175,2022-01-25,Home Performance,Single Family,Natural Gas,
8416.0,800,0,1,44.82017,-73.508505,2023-06-29,Home Performance,Mobile,Propane,
11930.0,1211,0,1,42.830935,-73.96657,2023-05-11,Home Performance,Single Family,Natural Gas,
3372.0,950,0,1,42.76564,-78.614195,2022-12-08,Home Performance,Single Family,Natural Gas,
9898.0,2100,0,1,43.709988,-76.0661317,2023-04-27,Home Performance,Single Family,Natural Gas,
5679.0,1032,0,1,42.0629821,-75.4276776,2023-05-16,Home Performance,Single Family,Natural Gas,
7001.0,1248,0,1,42.111085,-75.8867,2023-03-22,Home Performance,Single Family,Natural Gas,
6279.0,1840,0,1,42.98188,-77.41191,2022-08-02,Home Performance,Single Family,Natural Gas,
2760.0,1864,0,1,42.8753602,-78.8019756,2023-03-07,Home Performance,Single Family,Natural Gas,
6131.0,1488,0,1,43.045125,-76.24271,2022-01-18,Home Performance,Single Family,Natural Gas,
9999.0,1332,0,1,42.93241,-78.80886,2022-02-22,Home Performance,Single Family,Natural Gas,
9984.0,1026,0,1,43.243405,-78.193475,2023-05-16,Home Performance,Single Family,Natural Gas,
6353.0,800,0,1,44.82017,-73.508505,2023-05-30,Home Performance,Mobile,Kerosene,
7227.0,1320,0,1,42.945525,-78.887125,2023-01-17,Home Performance,Single Family,Natural Gas,
8399.0,924,0,1,43.006105,-73.851605,2022-06-16,Home Performance,Mobile,Propane,
8393.0,1520,0,1,40.675365,-73.75155,2023-03-22,Home Performance,Single Family,Natural Gas,
4946.0,1605,0,1,43.165635,-77.59645,2023-05-18,Home Performance,Single Family,Natural Gas,
14871.0,2976,0,1,44.21656,-75.79918,2023-03-21,Home Performance,Single Family,Propane,
7746.0,1060,0,1,40.831875,-73.909855,2023-01-10,Home Performance,Single Family,Natural Gas,
7900.0,800,0,1,42.0737105,-75.8181345,2022-01-18,Home Performance,Mobile,Oil,
9850.0,3212,0,1,40.67144,-73.81526,2022-07-26,Home Performance,Single Family,Natural Gas,
7001.0,1356,0,1,43.1228619,-77.3057469,2022-04-05,Home Performance,Single Family,Natural Gas,
9626.0,1920,0,1,43.16463,-77.64152,2022-11-01,Home Performance,Single Family,Natural Gas,
8641.0,836,0,1,42.9152,-78.89393,2023-01-17,Home Performance,Single Family,Natural Gas,
3072.0,1140,0,1,40.69992,-73.80949,2022-01-20,Home Performance,Single Family,Natural Gas,
12791.0,1076,0,1,43.22041,-77.64325,2023-02-14,Home Performance,Single Family,Natural Gas,
6099.0,1526,0,1,43.2141056,-77.4345478,2022-09-22,Home Performance,Single Family,Natural Gas,
3248.0,1363,0,1,42.39389,-76.35064,2022-02-16,Home Performance,Single Family,Natural Gas,
17836.0,1344,0,1,42.8954999,-78.791455509,2023-01-19,Home Performance,Single Family,Natural Gas,
11220.0,1068,0,1,43.30083,-73.58095,2023-02-23,Home Performance,Single Family,Natural Gas,1930
10319.0,2018,0,1,43.16379,-77.62659,2023-05-25,Home Performance,Single Family,Natural Gas,
6103.0,1255,0,1,43.22041,-77.64325,2023-02-21,Home Performance,Single Family,Natural Gas,
2984.0,800,0,1,42.90153,-78.693005,2023-05-02,Home Performance,Single Family,Natural Gas,
9706.0,2024,0,2,40.665955,-73.77108,2022-06-28,Home Performance,Single Family,Natural Gas,
8802.0,1512,0,1,43.22645,-78.028295,2022-05-12,Home Performance,Mobile,Propane,1989
7197.0,1488,0,1,42.825895,-73.92286,2023-01-03,Home Performance,Single Family,Electric,
7331.0,1515,0,1,40.644345,-73.905535,2022-04-21,Home Performance,Single Family,Natural Gas,
10031.0,1556,0,1,42.90153,-78.693005,2022-06-09,Home Performance,Single Family,Natural Gas,
16484.0,2160,0,1,43.013815,-78.8776,2023-01-17,Home Performance,Single Family,Natural Gas,
614.0,2008,0,1,40.892595,-73.85024,2022-09-22,Electric Reduction,Single Family,Natural Gas,
2052.0,2274,0,1,41.11271,-74.069045,2022-03-03,Home Performance,Single Family,Natural Gas,1972
9267.0,1265,0,1,43.181935,-77.60976,2023-05-16,Home Performance,Single Family,Natural Gas,
4568.0,1592,0,1,43.21119,-77.696605,2023-03-14,Home Performance,Single Family,Natural Gas,
9995.0,1440,0,1,43.181935,-77.60976,2022-05-17,Home Performance,Single Family,Natural Gas,
14184.0,1600,0,1,41.404175,-74.323395,2023-04-04,Home Performance,Single Family,Oil,
18425.0,900,0,1,43.1010822,-75.2472726,2022-09-15,Home Performance,Single Family,Natural Gas,
10457.0,1552,0,1,42.9703172,-77.8498331,2022-05-12,Home Performance,Single Family,Propane,
10612.0,1416,0,1,43.1094664,-77.7448848,2023-03-14,Home Performance,Single Family,Natural Gas,
4363.0,1008,0,1,42.87441,-78.848955,2022-12-20,Home Performance,Single Family,Natural Gas,
10382.0,1584,0,1,40.626385,-73.942945,2023-01-10,Home Performance,Single Family,Natural Gas,
15496.0,3180,0,2,40.644345,-73.905535,2022-11-18,Home Performance,Single Family,Natural Gas,
13071.0,1720,0,1,40.675365,-73.75155,2023-01-31,Home Performance,Single Family,Natural Gas,
15042.0,1706,0,1,43.20713,-77.600505,2023-04-13,Home Performance,Single Family,Natural Gas,
6763.0,910,0,1,43.30083,-73.58095,2022-02-22,Home Performance,Mobile,Kerosene,
19940.0,1940,0,1,41.260515,-73.93947,2022-08-23,Home Performance,Single Family,Natural Gas,
11392.0,1144,0,1,43.21118,-75.458425,2023-01-25,Home Performance,Single Family,Natural Gas,
5741.0,1904,0,1,43.325035,-76.41174,2022-01-27,Home Performance,Single Family,Oil,
15018.0,1248,0,1,43.181935,-77.60976,2022-09-22,Home Performance,Single Family,Natural Gas,
8695.0,1250,0,2,42.87441,-78.848955,2023-04-11,Home Performance,Single Family,Natural Gas,
5779.0,1799,0,1,43.25403,-77.613775,2023-05-23,Home Performance,Single Family,Natural Gas,
1866.0,1104,0,1,42.939525,-73.65703,2023-04-20,Home Performance,Single Family,Oil,
1060.0,1250,0,1,42.838995,-73.743245,2023-05-18,Electric Reduction,Single Family,Natural Gas,
8917.0,2139,0,1,42.88617,-75.189695,2022-10-20,Home Performance,Single Family,Oil,
16045.0,1936,0,1,42.694925,-73.79864,2023-05-11,Home Performance,Single Family,Electric,
10118.0,1848,0,1,43.16463,-77.64152,2022-08-04,Home Performance,Single Family,Natural Gas,
4444.0,858,0,1,44.19553,-75.965465,2023-02-14,Home Performance,Single Family,Propane,
5929.0,2009,0,1,41.597195,-73.915605,2022-05-12,Home Performance,Single Family,Natural Gas,
11127.0,1295,0,1,42.3264797,-75.3161649,2022-08-16,Home Performance,Single Family,Oil,
15109.0,1466,0,1,43.25403,-77.613775,2023-04-11,Home Performance,Mobile,Natural Gas,
4724.0,1365,0,1,42.0410937,-77.5446528,2022-03-18,Home Performance,Single Family,Coal,1881
11472.0,910,0,1,42.42598,-74.89129,2023-04-06,Home Performance,Mobile,Propane,
7831.0,1144,0,1,43.15242,-77.6379,2023-06-22,Home Performance,Single Family,Natural Gas,
2937.0,976,0,1,43.130365,-76.130555,2023-03-22,Home Performance,Single Family,Natural Gas,
8764.0,900,0,1,42.80678,-73.89929,2023-04-13,Home Performance,Single Family,Natural Gas,
10165.0,980,0,1,43.079,-75.54118,2022-08-02,Home Performance,Mobile,Propane,
5758.0,800,0,1,42.838995,-73.743245,2023-05-25,Home Performance,Mobile,Kerosene,
4602.0,2112,0,1,42.8937408,-78.83448,2023-02-07,Home Performance,Single Family,Natural Gas,
12671.0,2668,0,1,42.6242299,-75.3337206,2022-03-10,Home Performance,Single Family,Propane,
9743.0,1690,0,1,43.11882,-77.80509,2023-06-06,Home Performance,Single Family,Natural Gas,
4662.0,2708,0,1,42.6939128,-73.6402387,2022-04-12,Home Performance,Single Family,Natural Gas,
10386.0,1328,0,2,40.872455,-73.85094,2022-10-18,Home Performance,Single Family,Natural Gas,
7519.0,1008,0,1,42.258457475,-75.902763797,2022-03-08,Home Performance,Single Family,Oil,
17110.0,2020,0,1,42.6169324,-73.7295697,2022-10-27,Home Performance,Single Family,Natural Gas,
3006.0,1288,0,1,42.9366,-78.83923,2022-06-21,Home Performance,Single Family,Natural Gas,
8898.0,1702,0,1,42.099115,-79.238355,2022-08-02,Home Performance,Single Family,Natural Gas,
4963.0,1260,0,1,42.9586537,-77.0607938,2022-04-21,Home Performance,Single Family,Natural Gas,1822
17282.0,929,0,1,43.0200289,-76.1626311,2023-06-22,Home Performance,Single Family,Natural Gas,
10854.0,1502,0,1,42.71946,-78.00098,2023-04-13,Home Performance,Single Family,Propane,
6834.0,2080,0,1,42.613835,-77.40535,2023-03-23,Home Performance,Single Family,Propane,
12817.0,800,0,1,41.77897,-74.936045,2023-04-11,Home Performance,Single Family,Oil,
1009.0,850,0,1,41.33131,-74.188885,2022-07-14,Home Performance,Single Family,Natural Gas,
8808.0,900,0,1,42.089923,-76.0047944,2022-11-29,Home Performance,Single Family,Oil,
8077.0,1540,0,1,42.0737105,-75.8181345,2022-12-06,Home Performance,Single Family,Propane,
8539.0,1184,0,1,43.2141056,-77.4345478,2022-10-25,Home Performance,Single Family,Natural Gas,
12453.0,2696,0,1,41.271985,-73.780545,2022-05-17,Home Performance,Single Family,Oil,
11350.0,1260,0,1,44.3290591,-74.134704,2022-08-16,Home Performance,Single Family,Propane,
2235.0,1140,0,1,40.622425,-73.984265,2022-09-13,Electric Reduction,Single Family,Natural Gas,
6790.0,2103,0,1,42.693455,-73.370315,2022-08-23,Home Performance,Single Family,Oil,
4443.0,1848,0,1,40.650265,-73.927795,2022-03-18,Home Performance,Single Family,Natural Gas,
15623.0,1532,0,1,43.15915,-75.09186,2023-05-23,Home Performance,Single Family,Oil,
8068.0,1064,0,1,43.298315,-73.63558,2022-04-21,Home Performance,Mobile,Propane,
4630.0,1008,0,1,43.0684,-75.28726,2022-04-21,Home Performance,Single Family,Natural Gas,
4164.0,1176,0,1,43.13375,-75.58285,2022-05-12,Home Performance,Single Family,Natural Gas,
2280.0,2000,0,1,41.33131,-74.188885,2023-02-23,Electric Reduction,Single Family,Natural Gas,
4249.0,852,0,1,42.97894,-75.24988,2022-03-08,Home Performance,Mobile,Oil,
7591.0,1722,0,2,40.650265,-73.927795,2022-09-13,Home Performance,Single Family,Natural Gas,
13227.0,1156,0,1,42.787655,-73.97179,2023-02-09,Home Performance,Single Family,Natural Gas,
5894.0,1495,0,1,43.1307883,-77.5090946,2022-05-12,Home Performance,Single Family,Natural Gas,
5460.0,2684,0,1,42.9681916,-78.7376476,2022-10-18,Home Performance,Single Family,Natural Gas,
4171.0,1550,0,1,43.0368,-77.709515,2023-04-18,Home Performance,Single Family,Natural Gas,
12485.0,2584,0,1,43.1058023,-76.2025329,2022-05-24,Home Performance,Single Family,Natural Gas,
8597.0,1600,0,1,42.820488763,-78.823528026,2023-04-25,Home Performance,Single Family,Natural Gas,
12643.0,2751,0,1,40.626385,-73.942945,2022-02-03,Home Performance,Single Family,Natural Gas,
19699.0,1070,0,1,40.710965,-73.623055,2023-01-17,Home Performance,Single Family,Natural Gas,
1406.0,2870,0,1,43.026475,-74.98912,2022-06-14,Home Performance,Single Family,Natural Gas,
4546.0,1258,0,1,40.650265,-73.927795,2022-01-11,Home Performance,Single Family,Natural Gas,1942
9845.0,1332,0,1,42.977785,-78.816145,2022-11-01,Home Performance,Single Family,Natural Gas,
15721.0,1456,0,1,43.302289,-75.5188154,2023-01-10,Home Performance,Single Family,Propane,
10726.0,1084,0,1,42.945525,-78.887125,2022-12-22,Home Performance,Single Family,Natural Gas,
9326.0,2822,0,1,42.9681916,-78.7376476,2022-11-15,Home Performance,Single Family,Natural Gas,
2009.0,800,0,1,40.632085,-73.99876,2023-05-11,Electric Reduction,Single Family,Oil,
2293.0,2000,0,1,41.33131,-74.188885,2022-12-08,Electric Reduction,Single Family,Natural Gas,
12191.0,1344,0,1,43.098975,-76.14528,2023-05-02,Home Performance,Single Family,Natural Gas,
4746.0,936,0,1,43.181935,-77.60976,2022-05-20,Home Performance,Single Family,Natural Gas,
3073.0,2044,0,1,43.179715,-77.63689,2023-06-06,Home Performance,Single Family,Natural Gas,
11003.0,1538,0,1,42.080465,-78.433915,2022-02-10,Home Performance,Single Family,Natural Gas,1906
7360.0,2312,0,1,42.7214743,-78.8290294,2023-01-17,Home Performance,Single Family,Natural Gas,
11583.0,1088,0,1,42.0556941,-79.1591019,2022-04-12,Home Performance,Single Family,Natural Gas,1922
4501.0,1760,0,1,42.9366,-78.83923,2023-06-13,Home Performance,Single Family,Natural Gas,
9521.0,2820,0,1,41.6138247,-74.5937738,2022-09-22,Home Performance,Single Family,Propane,
8862.0,1320,0,1,43.457085,-76.499485,2022-08-16,Home Performance,Single Family,Propane,
14670.0,1246,0,1,43.18742,-76.890915,2022-11-15,Home Performance,Single Family,Propane,
9860.0,952,0,1,43.2702767,-73.5839133,2023-03-14,Home Performance,Mobile,Natural Gas,
6689.0,3844,0,1,43.325035,-76.41174,2023-02-16,Home Performance,Single Family,Pellets,
11454.0,1044,0,1,43.190498241,-77.93949813,2023-04-06,Home Performance,Single Family,Natural Gas,
11104.0,2456,0,1,40.665955,-73.77108,2022-09-20,Home Performance,Single Family,Natural Gas,
12110.0,1496,0,1,42.96566,-78.873825,2023-06-13,Home Performance,Single Family,Natural Gas,
7021.0,910,0,1,42.1821986,-75.5361998,2023-05-02,Home Performance,Single Family,Propane,
10981.0,1350,0,1,43.2702767,-73.5839133,2022-11-29,Home Performance,Mobile,Propane,
683.0,1296,0,1,40.57107,-74.116235,2022-07-12,Electric Reduction,Single Family,Natural Gas,
7758.0,1161,0,1,43.079,-75.54118,2022-02-16,Home Performance,Mobile,Propane,
5435.0,1712,0,1,43.1094664,-77.7448848,2023-04-04,Home Performance,Single Family,Natural Gas,
8364.0,1902,0,1,42.852935,-78.826155,2022-12-29,Home Performance,Single Family,Natural Gas,
18116.0,1664,0,1,44.33556,-75.467785,2022-10-11,Home Performance,Mobile,Kerosene,
4237.0,1886,0,1,42.470185,-79.173575,2023-04-18,Home Performance,Single Family,Natural Gas,
3080.0,1196,0,1,42.7696496,-75.5965947,2022-04-12,Home Performance,Single Family,Oil,
13336.0,2176,0,1,41.33131,-74.188885,2023-04-13,Home Performance,Single Family,Oil,
8809.0,924,0,1,43.2324863,-76.2209251,2022-03-18,Home Performance,Mobile,Kerosene,
6522.0,1606,0,1,43.059,-76.219045,2022-05-31,Home Performance,Single Family,Natural Gas,
8952.0,1012,0,1,43.1786648,-75.988527,2023-06-22,Home Performance,Single Family,Natural Gas,
4696.0,1216,0,1,40.692835,-73.75811,2023-06-20,Home Performance,Single Family,Natural Gas,
6433.0,1524,0,1,43.045125,-76.24271,2023-04-11,Home Performance,Single Family,Natural Gas,
10618.0,1120,0,1,42.08590822,-79.171553144,2023-06-08,Home Performance,Mobile,Natural Gas,
11470.0,1245,0,1,40.694725,-73.73937,2023-06-27,Home Performance,Single Family,Natural Gas,
10613.0,1760,0,1,42.915345,-78.865325,2022-09-27,Home Performance,Single Family,Natural Gas,
9104.0,2453,0,1,43.108065,-79.049,2023-01-17,Home Performance,Single Family,Natural Gas,
3687.0,1586,0,1,43.1983016,-77.6344761,2022-01-18,Home Performance,Single Family,Natural Gas,1972
11257.0,2405,0,1,40.912525,-73.789355,2023-01-27,Home Performance,Single Family,Natural Gas,
10717.0,2024,0,2,42.90832,-78.83677,2022-03-01,Home Performance,Single Family,Natural Gas,
11257.0,1834,0,1,40.694725,-73.73937,2022-02-08,Home Performance,Single Family,Natural Gas,
13407.0,943,0,1,42.0410937,-77.5446528,2023-03-09,Home Performance,Single Family,Oil,
6684.0,3600,0,1,40.672585,-73.93494,2023-02-16,Home Performance,Single Family,Natural Gas,
4417.0,1166,0,1,43.1983016,-77.6344761,2022-10-20,Home Performance,Single Family,Natural Gas,
2627.0,1536,0,1,43.459100083,-75.630017467,2023-01-03,Home Performance,Single Family,Wood,
12740.0,1115,0,1,42.089923,-76.0047944,2023-05-10,Home Performance,Single Family,Natural Gas,
9271.0,1548,0,1,40.872455,-73.85094,2023-01-17,Home Performance,Single Family,Natural Gas,
6523.0,1176,0,1,43.05118,-76.166155,2023-04-20,Home Performance,Single Family,Natural Gas,
5928.0,1190,0,1,40.65926,-73.88949,2022-12-22,Home Performance,Single Family,Natural Gas,
12630.0,1163,0,1,43.1983016,-77.6344761,2022-11-03,Home Performance,Single Family,Natural Gas,
10070.0,4000,0,8,40.683445,-73.948505,2022-01-11,Home Performance,Single Family,Natural Gas,
2655.0,1400,0,1,40.70159,-73.94335,2022-06-02,Home Performance,Single Family,Natural Gas,2002
3615.0,1781,0,1,43.15685,-76.223565,2022-07-26,Home Performance,Single Family,Natural Gas,
1221.0,3213,0,1,41.11271,-74.069045,2022-04-21,Home Performance,Single Family,Natural Gas,
4784.0,1608,0,1,43.14476,-77.18748,2023-05-18,Home Performance,Single Family,Natural Gas,
9056.0,1680,0,1,42.8937408,-78.83448,2022-03-18,Home Performance,Single Family,Natural Gas,
17942.0,1012,0,1,40.96054,-72.81421,2022-11-17,Home Performance,Mobile,Oil,
8604.0,840,0,1,43.2555195,-75.185,2023-06-13,Home Performance,Single Family,Pellets,
4835.0,2368,0,1,42.89563,-78.88275,2022-04-12,Home Performance,Single Family,Natural Gas,
7390.0,1112,0,1,42.98188,-77.41191,2023-05-23,Home Performance,Single Family,Natural Gas,
11543.0,2184,0,1,40.694725,-73.73937,2022-02-24,Home Performance,Single Family,Natural Gas,
6225.0,952,0,1,41.78689,-73.934,2022-03-18,Home Performance,Mobile,Propane,
3260.0,800,0,1,43.080275,-75.754895,2022-03-24,Home Performance,Single Family,Natural Gas,
432.0,1595,0,1,42.77678,-73.899915,2022-09-13,Home Performance,Single Family,Natural Gas,
12193.0,2440,0,2,42.945525,-78.887125,2023-04-18,Home Performance,Single Family,Natural Gas,
8192.0,1764,0,1,43.21119,-77.696605,2023-02-02,Home Performance,Single Family,Natural Gas,
3512.0,1380,0,1,43.0257179,-76.1480025,2022-05-31,Home Performance,Single Family,Natural Gas,
9426.0,980,0,1,41.381907933,-74.662601724,2022-06-07,Home Performance,Mobile,Propane,
4662.0,1671,0,1,43.36694,-78.26746,2023-03-22,Home Performance,Single Family,Oil,
6817.0,1638,0,1,43.165865,-77.56504,2023-01-27,Home Performance,Single Family,Natural Gas,
11417.0,2208,0,1,40.665955,-73.77108,2022-01-06,Home Performance,Single Family,Natural Gas,
10520.0,1920,0,1,43.21118,-75.458425,2023-06-01,Home Performance,Single Family,Natural Gas,
10066.0,931,0,1,42.73036,-73.706175,2023-04-13,Home Performance,Single Family,Natural Gas,
6329.0,1507,0,1,43.120445,-75.29465,2022-03-08,Home Performance,Single Family,Natural Gas,
7438.0,980,0,1,43.033565,-75.068965,2022-12-15,Home Performance,Mobile,Natural Gas,
7396.0,1636,0,1,43.16942,-78.69168,2022-11-17,Home Performance,Single Family,Natural Gas,
7249.0,1931,0,1,43.16942,-78.69168,2022-10-06,Home Performance,Single Family,Natural Gas,
5108.0,1866,0,1,42.5892032,-76.3690039,2023-06-20,Home Performance,Single Family,Pellets,
4353.0,1474,0,1,43.15242,-77.6379,2022-10-11,Home Performance,Single Family,Natural Gas,
7940.0,2016,0,1,40.644345,-73.905535,2022-08-02,Home Performance,Single Family,Natural Gas,1962
5696.0,1952,0,1,40.732545,-73.739445,2022-06-28,Home Performance,Single Family,Natural Gas,
6576.0,1400,0,1,43.0529373,-74.3424296,2022-07-26,Home Performance,Single Family,Natural Gas,
8157.0,1655,0,1,42.79288,-73.940735,2023-04-13,Home Performance,Single Family,Natural Gas,
3739.0,1904,0,2,42.9174001,-78.852226,2023-02-14,Home Performance,Single Family,Natural Gas,
6252.0,1008,0,1,43.085311846,-75.343495634,2022-04-12,Home Performance,Mobile,Natural Gas,
20417.0,2486,0,1,43.3367062,-75.7482485,2023-05-02,Home Performance,Single Family,Oil,
12193.0,1120,0,1,42.12311,-77.94936,2022-09-01,Home Performance,Single Family,Natural Gas,
9174.0,1232,0,1,43.080115,-73.786645,2023-03-07,Home Performance,Mobile,Natural Gas,
3659.0,1456,0,1,43.0257179,-76.1480025,2023-03-07,Home Performance,Single Family,Natural Gas,
17241.0,1560,0,1,43.073475,-76.11265,2023-05-04,Home Performance,Single Family,Natural Gas,
6923.0,1760,0,1,40.65926,-73.88949,2023-02-16,Home Performance,Single Family,Natural Gas,
2365.0,1525,0,1,43.15242,-77.6379,2022-05-26,Home Performance,Single Family,Natural Gas,
